Topic,Count,Name,Representation,Representative_Docs
348,67,348_bump_version_number_anybytes,"['bump', 'version', 'number', 'anybytes', 'bumped', 'hcat', 'bumping', 'dynamicenum', 'enforcer', 'reference']","['bump version', 'bump version', 'version bump']"
349,66,349_sitemap_sitemaps_bump_patch,"['sitemap', 'sitemaps', 'bump', 'patch', 'obj', 'crawl', 'version', 'work', 'increased', 'bumpversion']","['work on sitemap', 'work on sitemap', 'work on sitemap']"
350,66,350_gitconfig_tmpl_avaloniademo_dot,"['gitconfig', 'tmpl', 'avaloniademo', 'dot', 'malloc', 'junky', 'leaky', 'csproj', 'decassign', 'realloc']","['update dot gitconfig tmpl', 'update dot gitconfig tmpl', 'update dot gitconfig tmpl']"
351,66,351_py_auction_setup_double,"['py', 'auction', 'setup', 'double', 'views', 'validators', 'equilibrium', 'bayes', 'coordinate', 'unicodedecodeerror']","['update py', 'update py', 'update py']"
352,66,352_env_vars_var_variables,"['env', 'vars', 'var', 'variables', 'home', 'dir', 'fish', 'variable', 'secrets', 'geth']","['work on env config', 'p added to env create script', 'add env']"
353,66,353_wheel_fortune_teamever_segment,"['wheel', 'fortune', 'teamever', 'segment', 'pointer', 'angle', 'segments', 'spin', 'winning', 'modal']","['merge pull request 391 from teamever codex fix wheel of fortune label layout make wheel of fortune labels vertical', 'merge pull request 364 from teamever codex create prettyblock fortune wheel add wheel of fortune prettyblock', 'merge pull request 402 from teamever codex fix segment display after wheel spin fix wheel of fortune pointer alignment with modal result']"
354,66,354_examples_updateitemfield_68_ipynb,"['examples', 'updateitemfield', '68', 'ipynb', 'example', 'contract', 'demo', 'facebox', 'upadtedata', 'updatadatafield']","['update examples', 'update examples', 'examples update']"
355,65,355_origin_remote_tracking_omnn,"['origin', 'remote', 'tracking', 'omnn', 'main', 'branch', 'into', 'olmo2', 'math', 'remotes']","['merge remote tracking branch origin main', 'merge remote tracking branch origin main', 'merge remote tracking branch origin main']"
356,65,356_go_deps_updated_typos,"['go', 'deps', 'updated', 'typos', 'enclose', 'grouped', 'godoc', 'changelog', 'dao', '521']","['updated go deps', 'updated go deps', 'updated go deps']"
357,65,357_libwolv_build_updated_sys,"['libwolv', 'build', 'updated', 'sys', 'fpic', 'metrowindow', 'jthread', 'favour', '1201', '2007']","['build updated libwolv', 'build updated libwolv', 'build updated libwolv']"
358,65,358_eisnerw_supertable_column_group,"['eisnerw', 'supertable', 'column', 'group', 'table', 'supertables', 'supreme', 'super', 'child', 'widths']","['merge pull request 21 from eisnerw codex fix initialization issue with modes handle supertable mode changes', 'merge pull request 30 from eisnerw codex fix top level group column header visibility fix group supertable header visibility', 'merge pull request 14 from eisnerw codex refactor supertable with group mode integrate grouping into supertable']"
359,65,359_select_input_ui_ddata,"['select', 'input', 'ui', 'ddata', 'dropdown', 'multiple', 'selected', 'isrequired', 'selection', 'mode']","['fix select open modal function on click multiple select', 'fix ui input fix dd select single select behavior refactor splitted to multiple components for different modes and dialog add multiple select single select and simple select modes you can choose mode with attribute', 'fix ui input select single multiple mode property update issue fix']"
360,65,360_case_insensitive_smart_sensitive,"['case', 'insensitive', 'smart', 'sensitive', 'uppercase', 'base64', 'startcase', 'upper', 'lowercase', 'caseinsensitivestring']","['feat search function is now case insensitive', 'fixes search to be case insensitive', 'make in case insensitive']"
361,64,361_pump_view_forms_form,"['pump', 'view', 'forms', 'form', 'applicationdata', 'bind', 'bindings', 'refactor', 'implemented', 'baseform']","['refactor pump logic to view', 'first commit all forms and classes are created and ready to be used as intended view quotes form all buttons and menu strip items are implemented and in working condition this includes the instantiation of the appropriate classes add pump form form activation implemented to allow the edit or the view of a specific pump that was passed to the form from the originating form form activation also determines when a new pump should be created by using the pass class variables menu stip no functionality was implemented besides the closure of the form by pressing the close menu strip item add edit button implemented add new pump functionality editing functionality implementation is still outstanding compiles and runs limited functionality', 'second commit all forms and classes are created and ready to be used as intended view quotes form all buttons and menu strip items are implemented and in working condition this includes the instantiation of the appropriate classes add pump form form activation implemented to allow the edit or the view of a specific pump that was passed to the form from the originating form form activation also determines when a new pump should be created by using the pass class variables menu stip no functionality was implemented besides the closure of the form by pressing the close menu strip item add edit button implemented add new pump functionality as well as editing a passed pump object s information extra functionality added to ensure null objects are not accepted and prevent possible errors related to this compiles and runs limited to no functionality']"
362,64,362_folder_folders_directory_files,"['folder', 'folders', 'directory', 'files', 'reorganize', 'motionz', 'rearanged', 'dessert', '68', 'rights']","['refactor folder structure', 'change folder structure', 'folder changes']"
363,64,363_eslint_errors_config_directory,"['eslint', 'errors', 'config', 'directory', 'eslintrc', 'sanctuary', 'linting', 'cleanups', 'tseslint', 'hacknet']","['eslint', 'eslint', 'eslint']"
364,64,364_initial_dumb_commit_ity,"['initial', 'dumb', 'commit', 'ity', 'inital', 'late', 'public', 'init', 'js', 'still']","['initial commit', 'initial commit', 'initial commit']"
365,64,365_hostwindow_attach_hostwindowbase_delete,"['hostwindow', 'attach', 'hostwindowbase', 'delete', 'hostwindowstate', 'cs', 'hostwindows', 'host', 'pid27055', 'pid27388']","['update hostwindow cs', 'update hostwindow cs', 'delete hostwindow cs']"
366,63,366_avalonia_updated_cryptominers_preview8,"['avalonia', 'updated', 'cryptominers', 'preview8', '11', '10', 'repo', 'latest', 'update', 'changes']","['updated avalonia', 'updated avalonia', 'updated avalonia']"
367,63,367_menu_item_submenu_menubar,"['menu', 'item', 'submenu', 'menubar', 'menus', 'bar', 'items', 'tray', 'appearing', 'stubs']","['add and update menu list', 'add and update menu list', 'added main menu']"
368,63,368_libromfs_comment_comments_build,"['libromfs', 'comment', 'comments', 'build', 'updated', 'ppo', 'libmagic', 'uncomment', 'resources', 'wasm']","['build updated libromfs', 'build updated libromfs', 'build updated libromfs']"
369,63,369_junit_into_methods_branch,"['junit', 'into', 'methods', 'branch', 'write', 'master', 'tests', 'codex', 'getcapacity', 'create']","['merge branch master into codex add junit tests for constructors', 'merge branch master into codex add empty set and collection tests to junit', 'merge branch master into codex add junit tests for constructor and methods']"
370,63,370_queue_queues_encryption_mappedbytes,"['queue', 'queues', 'encryption', 'mappedbytes', 'microservices', 'lightweight', 'signalling', 'concurrent', 'trailer', 'suppliers']","['added examples with queue', 'work on queue', 'work on queue']"
371,63,371_docs_doc_docusaurus_wiki,"['docs', 'doc', 'docusaurus', 'wiki', 'update', 'ie', 'motion', 'wordle', 'alternate', 'snapshots']","['update docs', 'update docs', 'update docs']"
372,62,372_pauser_pausers_pause_busy,"['pauser', 'pausers', 'pause', 'busy', 'sleepy', 'timeoutexception', 'timeunit', 'sticky', 'respected', 'pausermode']","['pauser to warn only if trying to use busy pauser but using sleepy due to not enough cores closes', 'only use the busy pauser for this test', 'improve pauser documentation']"
373,62,373_sizing_font_dynamic_size,"['sizing', 'font', 'dynamic', 'size', 'scaled', 'scaling', 'being', 'fontkit', 'sizes', 'naveen']","['dynamic font sizing generate file updated to make font sizing optional', 'dynamic font sizing dynamic font sizing logic added to resize font based on font attributes being updated', 'dynamic font size generate method updated to include dynamic font sizing font sizing logic moved to common package']"
374,62,374_flake8_f821_f823_e999,"['flake8', 'f821', 'f823', 'e999', 'e901', 'f822', 'syntaxerror', 'flakytestrunner', 'pre', 'black']","['flake8 fix', 'flake8 fix', 'flake8 fix']"
375,62,375_bumped_version_build_wip,"['bumped', 'version', 'build', 'wip', '24', '35', '23', '32', '19', '030']","['build bumped version to 1 12 1', 'build bumped version to 1 11 2', 'build bumped version to 1 11 1']"
376,62,376_matrix_matrices_determinant_decimalmatrix,"['matrix', 'matrices', 'determinant', 'decimalmatrix', 'inversion', 'rank', 'decomposition', 'buff', 'basis', 'reporting']","['update matrix cs', 'added matrix', 'fix to matrix']"
377,61,377_crash_exit_crashes_due,"['crash', 'exit', 'crashes', 'due', 'when', 'defined', 'on', 'getwindowfocus', 'nolaunch', 'destructing']","['fix crash on exit', 'fix crash on exit', 'fix crash on exit']"
378,61,378_2017_00_12_03,"['2017', '00', '12', '03', '11', '02', 'updated', '04', '01', '07']","['updated 2017 12 10 00 00 03', 'updated 2017 12 03 00 00 02', 'updated 2017 11 12 00 00 02']"
379,61,379_compression_decompression_lzma_lz,"['compression', 'decompression', 'lzma', 'lz', 'zstd', 'ce', 'decompress', 'qemu', '187', 'lz4']","['fixes to compression support', 'fixes to compression support', 'fixes to compression support']"
380,61,380_migration_migrations_migrate_resolutions,"['migration', 'migrations', 'migrate', 'resolutions', 'db', 'autorun', '2693', '5618', 'autosnapshot', '4448']","['migration fix', 'fix migration', 'migration']"
381,61,381_notifications_notification_anon_drilldown,"['notifications', 'notification', 'anon', 'drilldown', 'notify', 'citizen', 'ac', '462', 'callbacks', 'cleanup']","['notifications', 'notifications', 'notifications']"
382,61,382_discord_discordgo_snyk_link,"['discord', 'discordgo', 'snyk', 'link', 'invite', 'discordjs', 'factorio', 'role', 'clipboard', 'upgrade']","['docs add discord', 'add discord to readme', 'discord']"
383,60,383_dialog_dialogs_async_inn,"['dialog', 'dialogs', 'async', 'inn', 'dialogwinner', 'door', 'refactoring', 'dom', 'question', 'until']","['fixes for new dialog method', 'layout for dialog', 'fix for dialog with']"
384,60,384_chinese_japanese_translation_korean,"['chinese', 'japanese', 'translation', 'korean', 'soya', 'daizu', 'jp', 'raygicefl', 'locale', 'rag']","['merge pull request 225 from raygicefl main i18n update simplified chinese translation', 'merge pull request 90 from raygicefl patch 1 i18n update simplified chinese translation', 'merge pull request 169 from raygicefl main i18n update simplified chinese translation']"
385,60,385_assert_assertions_assertion_assertequals,"['assert', 'assertions', 'assertion', 'assertequals', 'assertel', 'assertthat', 'assertraises', 'asserttrue', 'tindall', 'nick']","['updated assert', 'updated assert', 'updated assert']"
386,60,386_logo_logos_brand_anime,"['logo', 'logos', 'brand', 'anime', 'center', 'art', 'navbar', 'animation', 'webp', 'mgs']","['update logo', 'update logo', 'logo update logo']"
387,60,387_count_counters_counting_frequencies,"['count', 'counters', 'counting', 'frequencies', 'kwargs', 'counter', 'probabilities', 'selectfromplot2d', 'viewresult', 'kwarg']","['removed unnecessary count', 'add count helper', 'add count in from']"
388,59,388_bladeburner_skills_spread_skill,"['bladeburner', 'skills', 'spread', 'skill', 'buy', 'mission', 'chaos', 'diplomacy', 'dangerous', 'sro']","['bladeburner write an initial pass at a bladeburner mission control script', 'config include bladeburner config', 'bladeburner make sleep time between buying bladeburner skills configurable']"
389,59,389_documentation_doc_metal_documentationutils,"['documentation', 'doc', 'metal', 'documentationutils', 'update', 'site', 'minified', 'enddelay', 'netlify', '673']","['update documentation', 'update documentation', 'update documentation']"
390,59,390_cs_imagefilter_create_distantlitspecularimagefilter,"['cs', 'imagefilter', 'create', 'distantlitspecularimagefilter', 'pointlitdiffuseimagefilter', 'pointlitspecularimagefilter', 'offsetimagefilter', 'distantlitdiffuseimagefilter', 'spotlitdiffuseimagefilter', 'spotlitspecularimagefilter']","['update imagefilter cs', 'update imagefilter cs', 'update imagefilter cs']"
391,59,391_deployment_deploy_work_on,"['deployment', 'deploy', 'work', 'on', 'deployments', 'deploymnet', 'wrok', 'autopromote', 'veteran', 'shot']","['work on deployment', 'work on deployment', 'work on deployment']"
392,59,392_duplicate_duplicated_duplicates_redundancies,"['duplicate', 'duplicated', 'duplicates', 'redundancies', 'entry', 'obex', 'occurance', 'dupe', 'remove', 'dup']","['removed duplicate', 'work on duplicate', 'remove duplicate']"
393,58,393_factorio_booted_quit_autolaunch,"['factorio', 'booted', 'quit', 'autolaunch', 'running', 'rebooting', 'mods', 'don', 'discord', 'wait']","['added factorio update commands', 'fix factorio update cache path', 'factorio message only']"
394,58,394_images_image_csw_photo,"['images', 'image', 'csw', 'photo', 'dng', 'transperancy', 'imageschema', '2728', 'upload', 'picsum']","['fix for images', 'fix for images', 'fix for images']"
395,58,395_alt_title_yp_citizensfoundation,"['alt', 'title', 'yp', 'citizensfoundation', 'attribute', 'images', 'image', 'survey', 'logo', 'text']","['merge pull request 198 from citizensfoundation codex edit yp image to add title attribute add title attributes to admin images', 'merge pull request 202 from citizensfoundation codex update alt and title attributes in yp post cover media add alt and title metadata to post cover images', 'merge pull request 176 from citizensfoundation codex add alt text to yp image and audit components add alt text to fallback images']"
396,57,396_adiciona_de_la_para,"['adiciona', 'de', 'la', 'para', 'atualiza', 'actualizar', 'comandos', 'versi', 'usuario', 'errores']","['feat actualizar zumito framework a la versi n 1 6 6', 'feat actualizar ejemplos de comandos para simplificar la sintaxis y mejorar la claridad', 'feat mejorar el comando de reproducci n para mostrar el nombre de la canci n actual y manejar errores de distube']"
397,57,397_globset_glob_closes_alternates,"['globset', 'glob', 'closes', 'alternates', 'regex', 'this', 'foo', 'crate', 'patternset', 'didn']","['globset doc update readme for 0 3 release', 'globset readme version bump', 'globset release 0 3 0']"
398,57,398_faq_cyssoo_faqs_product,"['faq', 'cyssoo', 'faqs', 'product', 'teamever', 'tag', 'front', 'structured', 'spans', 'listing']","['merge pull request 658 from teamever cyssoo add faq section to product admin add faq association management for products', 'merge pull request 708 from teamever cyssoo add links to guide and faq pages add front guide and faq links to module config', 'fix faq content handling']"
399,57,399_ssrf_aws_ssr_r3dir,"['ssrf', 'aws', 'ssr', 'r3dir', 'bypass', 'payloads', 'anti', 'ajdumanhug', 'gcp', 'ipv6']","['add ref for docker ssrf', 'ssrf payloads', 'feat ssrf add tool']"
400,57,400_seasonedcc_remix_forms_unit,"['seasonedcc', 'remix', 'forms', 'unit', 'schemaform', 'write', 'missing', 'tests', 'identify', 'fruits']","['merge pull request 323 from seasonedcc codex write missing unit tests for remix forms add additional schemaform tests', 'merge pull request 338 from seasonedcc codex write missing unit tests for remix forms add missing form tests', 'merge pull request 332 from seasonedcc codex write missing unit tests for remix forms add missing unit tests']"
401,56,401_slf4j_log4j_pom_xml,"['slf4j', 'log4j', 'pom', 'xml', 'printf4j', 'logger', 'dependency', 'log4j2', 'concurrentmap', 'imap']","['update slf4j dependencies in pom xml to inherit version and add slf4j simple for test output', 'comment out deprecated logger slf4j module in pom xml', 'update logging dependencies in pom xml to replace slf4j with log4j and improve compatibility']"
402,56,402_heroku_redis_gulp_web,"['heroku', 'redis', 'gulp', 'web', 'command', 'cache', 'own', 'api', 'upgrade', 'scratch']","['add redis', 'work on new redis version and heroku', 'work on redis on heroku']"
403,56,403_parent_pom_mixtral_updating,"['parent', 'pom', 'mixtral', 'updating', 'ru', 'mdx', '2028', 'third', 'party', 'latest']","['updating parent pom', 'updating parent pom', 'updating parent pom']"
404,56,404_go_min_gcp_bumped,"['go', 'min', 'gcp', 'bumped', 'golang', 'action', 'golangci', 'mod', 'jsvm', 'v2']","['updated go deps and bumped min go github version', 'updated go deps and min go release action version', 'updated go deps and the min github action go version']"
405,56,405_main_branch_dolagun_gh464,"['main', 'branch', 'dolagun', 'gh464', 'cousine', 'bclavie', 'olagundoye', 'gitfool', 'ritvik', 'chatwiretwo']","['merge branch main of', 'merge branch main of', 'merge branch main of']"
406,55,406_remove_caret_sout_couts,"['remove', 'caret', 'sout', 'couts', 'movecar', 'snode', 'outta', 'splat', 'xixi', 'lombok']","['remove p', 'remove', 'remove']"
407,55,407_conda_pip_python_solarwindpy,"['conda', 'pip', 'python', 'solarwindpy', 'environment', 'requirements', 'forge', 'pyyaml', 'doctest', 'claude']","['fix implement pip to conda package name translation for pytables problem conda uses pytables package name pip uses tables package name same library different package managers different names ci cd workflows using pip failed with no matching distribution found for pytables manual maintenance of separate conda yml files was error prone solution 1 update requirements dev txt to use pip package names tables 2 add automatic translation in scripts requirements to conda env py translates tables pytables when generating conda environments preserves version specifiers e g tables 3 8 0 pytables 3 8 0 extensible for future pip conda naming differences benefits single source of truth for dependencies requirements dev txt ci cd workflows work with pip package names conda environments get correct conda package names automatically no manual synchronization between pip and conda dependency lists testing verified translation tables 3 8 0 pytables 3 8 0 confirmed non translated packages remain unchanged successfully generates conda environment with correct package names generated with claude code code co authored by claude noreply com', 'refactor deps simplify conda env to unversioned packages strip all version pins from conda environment file this is cleaner because 1 conda resolves to latest compatible versions from conda forge 2 pip install e enforces pyproject toml s minimum requirements 3 eliminates entire class of pypi conda forge version mismatch bugs the conda file just ensures packages are present real version constraints come from pyproject toml after environment creation generated with claude code co authored by claude opus 4 5 noreply com', 'fix deps convert pip to conda in version specifications problem conda environment creation failed with package does not exist errors for packages like and root cause pip uses for exact versions conda uses the translation script preserved pip s syntax which conda cannot parse as a valid version constraint solution modified to convert to when translating pip package specifications to conda yaml format changes scripts requirements to conda env py add conversion in line 78 scripts requirements to conda env py update docstring to document syntax conversion solarwindpy yml regenerated with correct conda syntax all no validation zero instances of remain in solarwindpy yml all 26 packages use single syntax yaml syntax validated with pyyaml fixes second part of pr 405 doctest failures after comment filtering fix generated with claude code co authored by claude sonnet 4 5 noreply com']"
408,55,408_skpaintutil_canvas_cs_paint,"['skpaintutil', 'canvas', 'cs', 'paint', 'skpaint', 'skpaintsurfaceeventargs', 'kinna', 'deffered', 'update', 'addition']","['update skpaintutil cs', 'update skpaintutil cs', 'update skpaintutil cs']"
409,55,409_port_start_rails_ports,"['port', 'start', 'rails', 'ports', 'netsh', 'additng', '8000', 'p2p', 'portkey', 'forwarding']","['start port', 'start port', 'start port']"
410,55,410_contributing_changelog_md_ui,"['contributing', 'changelog', 'md', 'ui', 'contribute', 'dist', 'contributors', 'baby', 'kiss', 'importance']","['update contributing md', 'update contributing md', 'update contributing md']"
411,55,411_progress_bar_bars_scene,"['progress', 'bar', 'bars', 'scene', 'animation', 'show', 'task', 'display', 'render', 'computations']","['progress bar', 'progress bar', 'progress bar']"
412,54,412_mainwindow_xaml_update_updated,"['mainwindow', 'xaml', 'update', 'updated', '', '', '', '', '', '']","['update mainwindow xaml', 'update mainwindow xaml', 'update mainwindow xaml']"
413,54,413_reformat_typo_fixed_reformatting,"['reformat', 'typo', 'fixed', 'reformatting', 'dmit', 'je', 'intented', 'tyop', 'i2cdetect', 'damn']","['reformat', 'reformat', 'reformat']"
414,54,414_xaml_elemetproperties_observableextensions_xamlnamereferencegenerator,"['xaml', 'elemetproperties', 'observableextensions', 'xamlnamereferencegenerator', 'commonproperties', 'animationtimingproperties', 'animationeventproperties', 'animationvalueproperties', 'animationattributetargetproperties', 'testsproperties']","['fix xaml', 'add xaml', 'update xaml']"
415,54,415_swiftdog2_runescape_jagstream_ikvm,"['swiftdog2', 'runescape', 'jagstream', 'ikvm', 'xunit', 'computenormals', 'blueprint', 'biginteger', 'net472', 'net']","['merge pull request 53 from swiftdog2 codex update md for net 9 and c comments update md for net 9', 'merge pull request 8 from swiftdog2 codex fix compilation errors in tests fix test accessibility', 'merge pull request 12 from swiftdog2 codex write md for runescape cache editor add guide']"
416,54,416_drawable_drawablefactory_cs_drawablecontainer,"['drawable', 'drawablefactory', 'cs', 'drawablecontainer', 'drawables', 'iimage', 'drawselection', 'update', 'readonly', '374']","['update drawable cs', 'update drawable cs', 'update drawable cs']"
417,54,417_converter_conversions_convert_mapconversions,"['converter', 'conversions', 'convert', 'mapconversions', 'conversion', 'static', 'instance', 'moved', 'unsupported', 'supported']","['moved converter', 'instance converter remove lambda for function pointer change itnernal method from public to private static converter add methods that allow user to check for supported conversions and add conversions', 'instance converter remove lambda for function pointer change itnernal method from public to private static converter add methods that allow user to check for supported conversions and add conversions']"
418,54,418_contracts_contract_algorithmic_ii,"['contracts', 'contract', 'algorithmic', 'ii', 'trader', 'coloring', 'runtime', 'jumping', 'stock', 'grid']","['contracts add contract data runtime validation for unique paths in a grid ii', 'contracts add contract data runtime validation for algorithmic stock trader i', 'contracts add contract data runtime validation for algorithmic stock trader ii']"
419,54,419_net_sdk_dotnet_net461,"['net', 'sdk', 'dotnet', 'net461', 'coderabbit', 'netcoreapp2', 'net9', 'asp', 'firewall', 'framework']","['update to net 8 0', 'update to net 8 0', 'updated net core sdk version']"
420,54,420_packages_package_packaging_upgrade,"['packages', 'package', 'packaging', 'upgrade', 'apt', 'plugins', 'prune', 'coc', '767', 'behaviors']","['update packages', 'update packages', 'update packages']"
421,53,421_makhin_profile_claims_user,"['makhin', 'profile', 'claims', 'user', 'access', 'roles', 'auth', 'currentuser', 'claim', 'login']","['merge pull request 34 from makhin codex add api method for user claims add endpoint for user claims and bot command', 'merge pull request 750 from makhin codex update getuser to include roles and claims expose user roles through auth user endpoint', 'merge pull request 544 from makhin codex update claims handling in login feat include user roles in jwt']"
422,53,422_assistants_voice_format_work,"['assistants', 'voice', 'format', 'work', 'agentse', 'on', '4o', 'hybrid', 'google', 'input']","['work on voice assistants', 'work on voice assistants', 'work on voice assistants']"
423,53,423_into_citizen_mergeing_merged,"['into', 'citizen', 'mergeing', 'merged', 'merge', 'town', 'bloom', 'res', 'active', 'wildcard']","['merge into', 'merge into', 'merge into']"
424,53,424_deployment_options_work_on,"['deployment', 'options', 'work', 'on', 'deploymnet', 'moderation', 'listing', 'conditions', 'nickname', 'tweak']","['work on deployment options', 'work on deployment options', 'work on deployment options']"
425,53,425_bootstrap_bootstraputils_script_bootstrapping,"['bootstrap', 'bootstraputils', 'script', 'bootstrapping', 'allreferrers', 'start', 'slim', 'external', 'scripts', 'dynamicimport']","['bootstrap change main bootstrap to use static imports of other bootstrap scripts', 'bootstrap add go bootstrap and run it from main bootstrap', 'fix bootstrap script']"
426,53,426_flutter_bump_deps_ci,"['flutter', 'bump', 'deps', 'ci', 'winget', 'interactivity', '13', 'version', 'release', 'worth']","['deps bump flutter to 3 7 8', 'deps bump flutter to 3 7 9', 'deps bump flutter to 3 7 5']"
427,53,427_txt_cics_transactions_os,"['txt', 'cics', 'transactions', 'os', 'tr', 'names', 'sharepoint', 'ennumeration', 'mutation', 'lowercase']","['update default cics transactions txt', 'update default cics transactions txt', 'update default cics transactions txt']"
428,53,428_bug_bugfix_bugfox1_warnigns,"['bug', 'bugfix', 'bugfox1', 'warnigns', 'ucg', 'deforesttthpmpson', 'deforestt', 'thompson', '1114', 'bugfixes']","['bug fix', 'bug fix', 'bug fix']"
429,53,429_colorschemes_vim_opt_group,"['colorschemes', 'vim', 'opt', 'group', 'colorscheme', 'colortuner', 'cake16', 'colors', 'dracula', 'plugin']","['added dracula vim to plugin group colorschemes start', 'removed dracula vim from plugin group colorschemes start', 'removed dracula vim from plugin group colorschemes start']"
430,52,430_props_directory_build_packages,"['props', 'directory', 'build', 'packages', 'sourcelink', 'update', 'root', 'reverts', 'revert', 'commit']","['update directory build props', 'update directory build props', 'update directory build props']"
431,52,431_10_preview5_preview7_preview1,"['10', 'preview5', 'preview7', 'preview1', '11', 'updated', 'rc1', 'preview3', 'preview4', 'preview6']","['updated to 10 7 7', 'updated to 0 10 6', 'updated to 0 10 3']"
432,52,432_io_release_prepare_json,"['io', 'release', 'prepare', 'json', 'plugin', 'maven', '33', '32', '34', 'final']","['maven release plugin prepare release json io 2 4 3', 'maven release plugin prepare release json io 2 4 0', 'maven release plugin prepare release json io 2 2 1']"
433,52,433_black_psf_push_actions,"['black', 'psf', 'push', 'actions', 'cjkrolak', 'python', 'format', 'values', 'alpha', 'code']","['merge pull request 831 from cjkrolak actions black format python code with psf black push', 'merge pull request 972 from cjkrolak actions black format python code with psf black push', 'merge pull request 971 from cjkrolak actions black format python code with psf black push']"
434,52,434_release_released_yapb_jeefo,"['release', 'released', 'yapb', 'jeefo', '52', 'united', '792', '793', 'bots', '800']","['0 800 released', '0 792 released', '0 793 now released special thanks to jeefo from yapb bots united']"
435,52,435_howtocook_anduin2017_github_com,"['howtocook', 'anduin2017', 'github', 'com', 'branch', 'master', 'of', 'branches', 'drunken', 'luminolt']","['merge branch master of github com anduin2017 howtocook', 'merge branch master of github com anduin2017 howtocook', 'merge branch master of github com anduin2017 howtocook']"
436,52,436_warning_warnings_warn_eliminate,"['warning', 'warnings', 'warn', 'eliminate', 'suppress', 'unsaved', 'about', 'deprication', 'reduced', 'outputstream']","['remove warnings', 'remove warnings', 'remove warning']"
437,52,437_xml_pom_upset_gal,"['xml', 'pom', 'upset', 'gal', 'nikaidou', 'shinnku', 'web', 'main', 'github', 'develop']","['merge branch main of github com shinnku nikaidou upset gal web', 'merge branch main of github com shinnku nikaidou upset gal web', 'merge branch main of github com shinnku nikaidou upset gal web']"
438,51,438_blalterman_solarwindpy_github_2025,"['blalterman', 'solarwindpy', 'github', '2025', 'com', 'branch', 'master', 'of', '310', 'into']","['merge branch master of github com blalterman solarwindpy', 'merge branch master of github com blalterman solarwindpy', 'merge branch master of github com blalterman solarwindpy']"
439,51,439_openapi_orval_regenerate_generateapi,"['openapi', 'orval', 'regenerate', 'generateapi', 'bat', 'makhin', 'chore', 'api', 'clients', 'client']","['merge pull request 336 from makhin codex update openapi yaml with generateapi bat chore regenerate openapi schema', 'merge pull request 456 from makhin codex run generateapi bat to update openapi yaml chore regenerate openapi spec', 'merge pull request 373 from makhin codex update openapi yaml with generateapi bat chore regenerate openapi spec']"
440,51,440_silvath_drapo_users_noreply,"['silvath', 'drapo', 'users', 'noreply', 'swe', 'github', 'authored', 'co', 'copilot', 'com']","['complete comprehensive component documentation for drapo framework 150 initial plan complete component documentation for all 4 files co authored by silvath silvath users noreply github com co authored by copilot swe bot copilot users noreply github com co authored by silvath silvath users noreply github com', 'add comprehensive drapo configuration documentation 247 initial plan add comprehensive drapo configuration documentation co authored by silvath silvath users noreply github com co authored by copilot swe bot copilot users noreply github com co authored by silvath silvath users noreply github com', 'create comprehensive readme md for drapo documentation repository 146 initial plan for issue create comprehensive readme md for drapo documentation co authored by silvath silvath users noreply github com remove package lock json from pr and update gitignore co authored by silvath silvath users noreply github com co authored by copilot swe bot copilot users noreply github com co authored by silvath silvath users noreply github com']"
441,51,441_dcocchia_typescript_router_coverage,"['dcocchia', 'typescript', 'router', 'coverage', 'calculator', 'mocha', 'codex', 'example', 'bugs', 'npx']","['merge pull request 21 from dcocchia codex run full test and ts build release version 1 0 0', 'merge pull request 5 from dcocchia codex fix typo in readme md fix readme typos', 'merge pull request 7 from dcocchia codex write tests for all features add tests']"
442,50,442_termcolor_wincolor_intense_ansi,"['termcolor', 'wincolor', 'intense', 'ansi', 'color', 'bold', 'console', 'escape', 'colors', 'terminals']","['termcolor 0 1 1', 'termcolor 0 3 2', 'termcolor 0 3 3']"
443,50,443_var_variable_variables_vars,"['var', 'variable', 'variables', 'vars', 'global', 'unused', 'scope', 'scopes', 'stead', 'unassigned']","['fix remove unused variable', 'remove unused var', 'remove unused var']"
