text,date,time,group,neg,neu,pos,compound,sentiment_cat
"Document Jvm exception handlers
e.g. `Jvm.warn()...`",2021-03-15 22:25:26+00:00,2021-03-15 22:25:26+00:00,before,0.0,1.0,0.0,0.0,neutral
Added a rounding method with a more defined behaviour for half up.,2021-03-18 09:18:00+00:00,2021-03-18 09:18:00+00:00,before,0.0,1.0,0.0,0.0,neutral
The roundXup methods take about twice as long but are still single-digit nanoseconds.,2021-03-18 10:17:51+00:00,2021-03-18 10:17:51+00:00,before,0.0,1.0,0.0,0.0,neutral
Synchronous release of Core and everything which depends on it,2021-03-20 09:05:50+00:00,2021-03-20 09:05:50+00:00,before,0.0,1.0,0.0,0.0,neutral
"test issue
test happy fox issue",2021-03-22 23:05:13+00:00,2021-03-22 23:05:13+00:00,before,0.0,0.575,0.425,0.5719,positive
"example test
none

http://support.chronicle.software/staff/ticket/17",2021-03-23 10:20:06+00:00,2021-03-23 10:20:06+00:00,before,0.0,1.0,0.0,0.0,neutral
Added support for varying the interval between input events,2021-03-23 14:33:03+00:00,2021-03-23 14:33:03+00:00,before,0.0,0.748,0.252,0.4019,positive
Rename accountForCoordinatedOmmission as accountForCoordinatedOmission,2021-03-24 11:26:55+00:00,2021-03-24 11:26:55+00:00,before,0.0,1.0,0.0,0.0,neutral
"Remove references to Random from production code
Mostly replace with SecureRandom",2021-03-24 12:15:31+00:00,2021-03-24 12:15:31+00:00,before,0.0,1.0,0.0,0.0,neutral
This is a part of a greater effort that will have to be addressed later. Closing.,2021-03-24 14:00:17+00:00,2021-03-24 14:00:17+00:00,before,0.0,0.857,0.143,0.3612,positive
"This has to be fixed in a larger context. So, closing.",2021-03-24 14:01:09+00:00,2021-03-24 14:01:09+00:00,before,0.0,1.0,0.0,0.0,neutral
"Add documentation on how to remove EventHandler
To add event handlers, we have an EventLoop.addHandler(EventHandler handler) method

To remove then we have to throw an net.openhft.chronicle.core.threads.InvalidEventHandlerException from with the net.openhft.chronicle.core.threads.VanillaEventHandler#action method,  please explain this with an example and add it to the read me doc in threads.",2021-04-01 09:40:41+00:00,2021-04-01 09:40:41+00:00,before,0.0,0.952,0.048,0.3182,positive
@minborg please assist @foroughgoudarzi with this issue,2021-04-01 09:41:12+00:00,2021-04-01 09:41:12+00:00,before,0.0,0.723,0.277,0.3182,positive
"Move AbstractCloseable#throwExceptionIfClosed to an expert use interface
throwExceptionIfClosed is a public method, as such, it should probably be moved into its own class, or not made public, as being public is leaking its visibility into the subclasses API. The current method is also mixing concerns because it's also doing both thread checks as well as checking if closed. When the thread check is not required currently the way to turn this off is to override the functionality ( which is a little ugly )",2021-04-07 08:41:01+00:00,2021-04-07 08:41:01+00:00,before,0.035,0.941,0.024,-0.228,negative
"@minborg what do you you think, what changes do you think we should make here",2021-04-07 08:42:23+00:00,2021-04-07 08:42:23+00:00,before,0.0,1.0,0.0,0.0,neutral
"Empty ToolDock throws exception when try to close
When I create an empty ToolDock:
```
new ToolDock {ActiveDockable = null, IsCollapsable = true};
```

It is displayed as expected: empty ToolDock:
![image](https://user-images.githubusercontent.com/5689666/113934010-8b9c7380-97f5-11eb-9a0c-2aeb4686d2b1.png)

However, when I try to close it, an exception is thrown:

```
Unhandled exception. System.NullReferenceException: Object reference not set to an instance of an object.
   at Dock.Model.FactoryBase.CloseDockable(IDockable dockable) in C:\Users\Bartek\Desktop\Dock\src\Dock.Model\FactoryBase.cs:line 535
   at lambda_method1(Closure , Object )
   at Avalonia.Data.Converters.MethodToCommandConverter.Execute(Object parameter) in /_/src/Avalonia.Base/Data/Converters/MethodToCommandConverter.cs:line 82
   at Avalonia.Controls.Button.OnClick() in /_/src/Avalonia.Controls/Button.cs:line 273
   at Avalonia.Controls.Button.OnPointerReleased(PointerReleasedEventArgs e) in /_/src/Avalonia.Controls/Button.cs:line 308
   at Avalonia.Input.InputElement.<>c.<.cctor>b__30_9(InputElement x, PointerReleasedEventArgs e) in /_/src/Avalonia.Input/InputElement.cs:line 209
   at System.Reactive.Subjects.Subject`1.OnNext(T value) in /_/Rx.NET/Source/src/System.Reactive/Subjects/Subject.cs:line 145
   at Avalonia.Interactivity.EventRoute.RaiseEventImpl(RoutedEventArgs e) in /_/src/Avalonia.Interactivity/EventRoute.cs:line 148
   at Avalonia.Interactivity.EventRoute.RaiseEvent(IInteractive source, RoutedEventArgs e) in /_/src/Avalonia.Interactivity/EventRoute.cs:line 79
   at Avalonia.Interactivity.Interactive.RaiseEvent(RoutedEventArgs e) in /_/src/Avalonia.Interactivity/Interactive.cs:line 121
   at Avalonia.Input.MouseDevice.MouseUp(IMouseDevice device, UInt64 timestamp, IInputRoot root, Point p, PointerPointProperties props, KeyModifiers inputModifiers) in /_/src/Avalonia.Input/MouseDev
ice.cs:line 303
   at Avalonia.Input.MouseDevice.ProcessRawEvent(RawPointerEventArgs e) in /_/src/Avalonia.Input/MouseDevice.cs:line 140
   at Avalonia.Input.InputManager.ProcessInput(RawInputEventArgs e) in /_/src/Avalonia.Input/InputManager.cs:line 37
   at Avalonia.Win32.WindowImpl.AppWndProc(IntPtr hWnd, UInt32 msg, IntPtr wParam, IntPtr lParam) in /_/src/Windows/Avalonia.Win32/WindowImpl.AppWndProc.cs:line 468
   at Avalonia.Win32.WindowImpl.WndProc(IntPtr hWnd, UInt32 msg, IntPtr wParam, IntPtr lParam) in /_/src/Windows/Avalonia.Win32/WindowImpl.WndProc.cs:line 33
   at Avalonia.Win32.Interop.UnmanagedMethods.DispatchMessage(MSG& lpmsg)
   at Avalonia.Win32.Win32Platform.RunLoop(CancellationToken cancellationToken) in /_/src/Windows/Avalonia.Win32/Win32Platform.cs:line 157
   at Avalonia.Threading.Dispatcher.MainLoop(CancellationToken cancellationToken) in /_/src/Avalonia.Base/Threading/Dispatcher.cs:line 61
   at Avalonia.Controls.ApplicationLifetimes.ClassicDesktopStyleApplicationLifetime.Start(String[] args) in /_/src/Avalonia.Controls/ApplicationLifetimes/ClassicDesktopStyleApplicationLifetime.cs:li
ne 107
   at Avalonia.ClassicDesktopStyleApplicationLifetimeExtensions.StartWithClassicDesktopLifetime[T](T builder, String[] args, ShutdownMode shutdownMode) in /_/src/Avalonia.Controls/ApplicationLifetim
es/ClassicDesktopStyleApplicationLifetime.cs:line 134
   at AvaloniaDemo.Program.Main(String[] args) in C:\Users\Bartek\Desktop\Dock\samples\AvaloniaDemo\Program.cs:line 12
```

This is because in FactoryBase.cs:535 there is code to close dockable
```
        public virtual void CloseDockable(IDockable dockable)
        {
            if (dockable.OnClose())
            {
                RemoveDockable(dockable, true);
            }
        }
```
however `dockable` here is `ActiveDockable` and `ActiveDockable` is `null`, because there is no dockable in the ToolDock. I am not sure what is expected way to fix it

(the same bug with pinning)",2021-04-07 21:05:59+00:00,2021-04-07 21:05:59+00:00,before,0.034,0.929,0.037,0.4272,positive
"I would suggest something along these lines:

https://github.com/OpenHFT/Chronicle-Core/tree/feature/closeable/src/main/java/net/openhft/chronicle/core/resource

The `FooResource` is using a `ManagedResourceSupport` class to handle resource management. This means it is using something rather than being something. This provides better API control and also opens up for specialized support implementations that can be optimized (e.g. if no thread confinement is needed, a more optimized class can be supplied by the builder). 

There are many aspects to this and I am just showing a rough outline here.

I think these ideas could be realized in a new future core major version bump. In the short term, I would consider splitting up close and thread assertions into separate methods. I would name the thread checking method `assertThreadConfined()`.",2021-04-08 12:24:43+00:00,2021-04-08 12:24:43+00:00,before,0.017,0.888,0.094,0.8655,positive
@BAndysc Pushed potential fix here https://github.com/wieslawsoltes/Dock/commit/ac9a642ad6c64d58765638934eaa58e38fb138e6,2021-04-09 07:37:19+00:00,2021-04-09 07:37:19+00:00,before,0.0,1.0,0.0,0.0,neutral
"Marked three methods to be moved to `ManagedCloseable` in `x.22`
and changed our code to use `ManagedCloseable` now.",2021-04-20 15:27:26+00:00,2021-04-20 15:27:26+00:00,before,0.0,1.0,0.0,0.0,neutral
"Add a zero cost assertion mechanism
Normal assertions using the `assert` keyword have several drawbacks:

* It requires byte code space, thereby increasing code space
* Interpretation mode is slower because more code has to be interpreted
* Compile mode might be substantially slower because the inlining threshold will be consumed by assertion code
* It always produces the same kind of Error (i.e. AssertionError)
* Unless accompanied with an assert message, it provides little extra information as to which invariant did not hold (e.g. """" vs. ""The provided index was non-negative (=-3))

It is possible to write an equivalent assertion mechanism that solves all the above (i.e. with no impact on byte code size, interpreting, and compiled code performance). The drawback is that switching on assertions will be non-standard.

Having an assertion mechanism in place is key to discovering bugs in our libraries.",2021-04-21 10:43:48+00:00,2021-04-21 10:43:48+00:00,before,0.035,0.951,0.014,-0.4754,negative
"So, a class that looks like this:

```
public final class EnableTest2 {

    public static void test() {
        assert AssertUtil.SKIP_ASSERTIONS || IntAssert.assertZero(3);
    }

}
```

Will have the following byte code with `SKIP_ASSERTIONS = false`:


```
% javap -c EnableTest 
Warning: Binary file EnableTest contains net.openhft.chronicle.core.invariant.EnableTest
Compiled from ""EnableTest.java""
public final class net.openhft.chronicle.core.invariant.EnableTest {
  public net.openhft.chronicle.core.invariant.EnableTest();
    Code:
       0: aload_0
       1: invokespecial #1                  // Method java/lang/Object.""<init>"":()V
       4: return

  public static void test();
    Code:
       0: iconst_3
       1: invokestatic  #2                  // Method net/openhft/chronicle/core/invariant/IntAssert.assertZero:(I)V
       4: return
}
```

And with `SKIP_ASSERTIONS = true`:

```

% javap -c  target/test-classes/net/openhft/chronicle/core/invariant/EnableTest2.class
Compiled from ""EnableTest2.java""
public final class net.openhft.chronicle.core.invariant.EnableTest2 {
  public net.openhft.chronicle.core.invariant.EnableTest2();
    Code:
       0: aload_0
       1: invokespecial #1                  // Method java/lang/Object.""<init>"":()V
       4: return

  public static void test();
    Code:
       0: return
}
```",2021-04-22 11:27:22+00:00,2021-04-22 11:27:22+00:00,before,0.019,0.94,0.041,0.4404,positive
"Released in [Chronicle-Core-2.21ea45](https://github.com/OpenHFT/Chronicle-Core/releases/chronicle-core-2.21ea45), [BOM-2.21ea114](https://github.com/OpenHFT/OpenHFT/releases/chronicle-bom-2.21ea114)",2021-04-22 11:53:48+00:00,2021-04-22 11:53:48+00:00,before,0.0,1.0,0.0,0.0,neutral
"I have added several useful features to the zero-cost assertion mechanism. See the example below:

Here is an original class:

```
import static net.openhft.chronicle.core.util.AssertUtil.SKIP_ASSERTIONS;
import static net.openhft.chronicle.core.util.IntCondition.NON_NEGATIVE;
import static net.openhft.chronicle.core.util.Ints.*;

public final class AssertTest {

    public static void testWithAssertDirectly() {
        assert SKIP_ASSERTIONS || NON_NEGATIVE.test(3);
    }

    public static void testWithAssertDirectlyWithText() {
        assert SKIP_ASSERTIONS || NON_NEGATIVE.test(3) : failDescription(NON_NEGATIVE, 3);
    }

    public static void testWithAssertMethod() {
        assertIfEnabled(NON_NEGATIVE, 3);
    }

}

```

It has the following byte code with `SKIP_ASSERTIONS = false`:

```
% javap -c  target/test-classes/net/openhft/chronicle/core/util/AssertTest.class
Compiled from ""AssertTest.java""
public final class net.openhft.chronicle.core.util.AssertTest {
  static final boolean $assertionsDisabled;

  public net.openhft.chronicle.core.util.AssertTest();
    Code:
       0: aload_0
       1: invokespecial #2                  // Method java/lang/Object.""<init>"":()V
       4: return

  public static void testWithAssertDirectly();
    Code:
       0: getstatic     #3                  // Field $assertionsDisabled:Z
       3: ifne          24
       6: getstatic     #4                  // Field net/openhft/chronicle/core/util/IntCondition.NON_NEGATIVE:Lnet/openhft/chronicle/core/util/IntCondition;
       9: iconst_3
      10: invokevirtual #5                  // Method net/openhft/chronicle/core/util/IntCondition.test:(I)Z
      13: ifne          24
      16: new           #6                  // class java/lang/AssertionError
      19: dup
      20: invokespecial #7                  // Method java/lang/AssertionError.""<init>"":()V
      23: athrow
      24: return

  public static void testWithAssertDirectlyWithText();
    Code:
       0: getstatic     #3                  // Field $assertionsDisabled:Z
       3: ifne          31
       6: getstatic     #4                  // Field net/openhft/chronicle/core/util/IntCondition.NON_NEGATIVE:Lnet/openhft/chronicle/core/util/IntCondition;
       9: iconst_3
      10: invokevirtual #5                  // Method net/openhft/chronicle/core/util/IntCondition.test:(I)Z
      13: ifne          31
      16: new           #6                  // class java/lang/AssertionError
      19: dup
      20: getstatic     #4                  // Field net/openhft/chronicle/core/util/IntCondition.NON_NEGATIVE:Lnet/openhft/chronicle/core/util/IntCondition;
      23: iconst_3
      24: invokestatic  #8                  // Method net/openhft/chronicle/core/util/Ints.failDescription:(Ljava/util/function/IntPredicate;I)Ljava/lang/String;
      27: invokespecial #9                  // Method java/lang/AssertionError.""<init>"":(Ljava/lang/Object;)V
      30: athrow
      31: return

  public static void testWithAssertMethod();
    Code:
       0: getstatic     #4                  // Field net/openhft/chronicle/core/util/IntCondition.NON_NEGATIVE:Lnet/openhft/chronicle/core/util/IntCondition;
       3: iconst_3
       4: invokestatic  #10                 // Method net/openhft/chronicle/core/util/Ints.assertIfEnabled:(Ljava/util/function/IntPredicate;I)V
       7: return

  static {};
    Code:
       0: ldc           #11                 // class net/openhft/chronicle/core/util/AssertTest
       2: invokevirtual #12                 // Method java/lang/Class.desiredAssertionStatus:()Z
       5: ifne          12
       8: iconst_1
       9: goto          13
      12: iconst_0
      13: putstatic     #3                  // Field $assertionsDisabled:Z
      16: return
}
```

But it has the following byte code with `SKIP_ASSERTIONS = true`:

```
javap -c  target/test-classes/net/openhft/chronicle/core/util/AssertTest.class      
Compiled from ""AssertTest.java""
public final class net.openhft.chronicle.core.util.AssertTest {
  public net.openhft.chronicle.core.util.AssertTest();
    Code:
       0: aload_0
       1: invokespecial #2                  // Method java/lang/Object.""<init>"":()V
       4: return

  public static void testWithAssertDirectly();
    Code:
       0: return

  public static void testWithAssertDirectlyWithText();
    Code:
       0: return

  public static void testWithAssertMethod();
    Code:
       0: getstatic     #3                  // Field net/openhft/chronicle/core/util/IntCondition.NON_NEGATIVE:Lnet/openhft/chronicle/core/util/IntCondition;
       3: iconst_3
       4: invokestatic  #4                  // Method net/openhft/chronicle/core/util/Ints.assertIfEnabled:(Ljava/util/function/IntPredicate;I)V
       7: return
}

```
As can be seen, the cost is zero when `SKIP_ASSERTIONS = true` in the first two cases.

Performance critical code should use one of the first two schemes devised above to assert invariants. The third, more convenient form, can be used for non-performance critical code.",2021-04-22 13:39:05+00:00,2021-04-22 13:39:05+00:00,before,0.015,0.958,0.027,0.6249,positive
